Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
1/13/21 7:30,1/13/21 9:00,Bronx,Van Cortlandt Park,Arthur Ross Nursery,Eastern Coyote,Employee,Native,Healthy,1,Adult,Coyotes,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
1/12/21 13:50,1/12/21 14:00,Staten Island,The Big Park,Bus Stop outside of Big park,Cooper's Hawk,Employee,Native,DOA,1.25,Adult,Raptors,,Submitted for DEC Testing,1,FALSE,FALSE,,,FALSE,FALSE,
1/12/21 13:45,1/12/21 14:30,Bronx,Pelham Bay Park,Behind Orchard Beach Nature Center along Twin Island trail,Mute Swan,Central,Invasive,Injured,1,Juvenile,Birds,311-05118942,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/12/21 12:40,1/12/21 12:48,Queens,Forest Park,Union Turnpike and 71st Ave,Raccoon,Central,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
1/9/21 16:30,1/10/21 10:30,Brooklyn,Walt Whitman Park,Park,Red-tailed Hawk,Public,Native,N/A,1,Adult,Raptors,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
1/9/21 16:30,1/9/21 17:30,Brooklyn,Walt Whitman Park,London Plane Tree by Brooklyn Bridge exit ramp,Red-tailed Hawk,Public,Native,Injured,1,Adult,Raptors,31105093015,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
1/6/21 12:30,1/6/21 11:30,Manhattan,Inwood Hill Park,Salt Marsh and Dyckman Fields,Brant Goose,Other,Native,N/A,1,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
6/24/21 15:10,6/24/21 15:10,Queens,Alley Pond Park,Alley Pond Environmental Center,American Robin,Central,Native,Healthy,0.25,Infant,Birds,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
6/25/21 9:30,6/25/21 9:30,Bronx,Barretto Point Park,"40.805121, -73.888365",Raccoon,Central,Native,Unhealthy,6,Juvenile,Small Mammals-RVS,311-06721608,ACC,1,FALSE,FALSE,,,FALSE,FALSE,119993
6/25/21 10:20,6/25/21 11:00,Queens,Astoria Park,Stairwell at Ditmars Blvd,Raccoon,Employee,Native,Healthy,2,Juvenile,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
6/25/21 12:20,6/25/21 12:20,Bronx,Woodlawn Cemetery,329 E 233rd St,Cooper's Hawk,Employee,Native,Injured,2.5,Adult,Raptors,,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
6/25/21 15:00,6/25/21 15:30,Queens,Powell's Cove Park,137th St and 11th Ave,Virginia Opossum,Employee,Native,DOA,2,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
6/25/21 15:00,6/25/21 17:00,Bronx,Pelham Bay Park,Near Orchard Beach dumpsters,White-tailed Deer,Employee,Native,Injured,2,Juvenile,Deer,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
6/26/21 10:33,6/26/21 12:16,Staten Island,Willowbrook Park,At Maintenance Building,Canada Goose,Central,Native,DOA,0.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
6/27/21 10:30,6/27/21 14:30,Queens,Flushing Meadows Corona Park,Fountain of the Planets,Mallard Duck,Central,Native,DOA,1.5,Adult,Birds,,Relocated/Condition Corrected,8,FALSE,FALSE,,,FALSE,FALSE,
6/28/21 9:50,6/28/21 10:45,Bronx,Devoe Park,Sewer gutter by the playground,Domestic Ferret,Employee,Domestic,Healthy,1.5,Adult,Domestic,311-06762029,ACC,1,FALSE,FALSE,,,FALSE,FALSE,163963
6/28/21 10:45,6/28/21 11:30,Manhattan,Central Park,North Woods Loch Waterfall,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Adult,Small Mammals-RVS,n/a,Advised/Educated others,1,FALSE,TRUE,,0.5,FALSE,FALSE,
6/29/21 10:00,6/29/21 10:30,Brooklyn,Washington Park,Fire Station at 4th Ave and 6th St. Not far from Washington Park,Mallard Duck,Central,Native,Healthy,2,Infant,Birds,311-06771394,Rehabilitator,5,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
6/29/21 11:45,6/29/21 12:10,Bronx,Pelham Bay Park,Split Rock Golf Course,Raccoon,Central,Native,Injured,1,Adult,Small Mammals-RVS,311-0677-2395,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
6/30/21 9:00,6/30/21 9:15,Manhattan,Fort Tryon Park,Anne Loftus Playground,Groundhog,Employee,Native,Injured,2,Adult,Small Mammals-non RVS,311-06784164,ACC,1,FALSE,FALSE,,,FALSE,FALSE,
6/30/21 10:00,6/30/21 10:30,Queens,Tudor Park,"83 St, btwn Dumont Ave and 133 Ave",House Sparrow,Central,Native,Healthy,2,Infant,Birds,,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
6/30/21 10:15,6/30/21 10:20,Bronx,Van Cortlandt Park,Tibbett's Brook Drain,Canada Goose,Employee,Native,Healthy,0.5,"Adult, Juvenile",Birds,,Relocated/Condition Corrected,2,FALSE,FALSE,,,FALSE,FALSE,
6/30/21 12:15,6/30/21 12:30,Staten Island,Clove Lakes Park,Stonehenge Borough Office,Eastern Gray Squirrel,Employee,Native,Healthy,1,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,TRUE,,0.5,FALSE,FALSE,
6/30/21 12:45,6/30/21 13:00,Queens,Reiff Playground,63rd Street Entrance,Bird (Unknown),Central,Native,Injured,1,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/1/21 8:30,7/1/21 9:00,Brooklyn,J.J. Byrne Playground,Old Stone House,Eastern Gray Squirrel,Central,Native,N/A,1,Adult,Small Mammals-non RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/1/21 9:00,7/1/21 9:15,Brooklyn,Friends Field,Park House Restrooms,Raccoon,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/1/21 9:35,7/1/21 9:36,Manhattan,Central Park,Harlem Meer,Red-Eared Slider,"Conservancies/""Friends of"" Groups",Invasive,Injured,1.25,Adult,Terrestrial Reptile or Amphibian,311-0679580310,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/1/21 11:30,7/1/21 12:00,Brooklyn,Prospect Park,Horse Corral near Bartel Pritchard Park entrance,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,1,Juvenile,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/1/21 12:15,7/1/21 13:45,Queens,Kissena Park,164th St and Lithonia Ave,Wood Duck,Employee,Native,Healthy,3,Infant,Birds,,Rehabilitator,3,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/2/21 0:00,7/2/21 10:00,Bronx,Williamsbridge Oval,Dog Run,Dog,Central,Domestic,Healthy,1,Adult,Domestic,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/2/21 9:40,7/2/21 9:43,Manhattan,Central Park,E89th street and 5th Ave,Raccoon,Central,Native,Injured,0.5,Infant,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/2/21 11:00,7/2/21 11:15,Brooklyn,Prospect Park,Bandshell,Rock Dove,Employee,Native,Unhealthy,0.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/2/21 12:20,7/2/21 12:20,Manhattan,Inwood Hill Park,Payson Playground,American Robin,Public,Native,DOA,0.25,Juvenile,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
6/28/22 16:30,6/28/22 16:30,Bronx,Siren Slope,230th St and Bailey Ave,Chicken,Employee,Domestic,Healthy,2,Adult,"Domestic, Birds",31110824995,ACC,2,FALSE,FALSE,,,FALSE,FALSE,146972
7/2/21 17:30,7/2/21 17:40,Queens,Rockaway Beach and Boardwalk,Beach 88th Street and Shoreline,Double-crested Cormorant,Central,Native,Injured,3.5,Juvenile,Birds,311-06809053,Rehabilitator,1,TRUE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/2/21 18:00,7/2/21 18:00,Manhattan,Central Park,Bethesda Fountain,Northern Cardinal,Public,Native,Healthy,0.25,Infant,Birds,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
7/2/21 18:00,7/3/21 13:50,Manhattan,Central Park,The North Gate House,Double-Crested Cormorant,Public,Native,Injured,0.75,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/2/21 18:51,7/3/21 9:00,Queens,Forest Park,Victory Field,Bird (Unknown),Public,Native,Injured,0.25,Juvenile,Birds,311-06809075,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/3/21 9:00,7/3/21 14:00,Staten Island,Willowbrook Park,Parks maintenance building,Red-Eared Slider,Employee,Invasive,Injured,0.75,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/4/21 9:20,7/4/21 9:24,Bronx,Sachkerah Woods Playground,M&O Park House,Raccoon,Central,Native,Healthy,1,Infant,Small Mammals-RVS,311-068-25093,Rehabilitator,1,FALSE,FALSE,Leslie Hyder,,FALSE,FALSE,
7/5/21 11:20,7/5/21 11:25,Bronx,Bronx Park,Reiss Field,Chicken,Central,Domestic,Healthy,1,Adult,"Domestic, Birds",311-06843814,ACC,1,FALSE,FALSE,,,FALSE,FALSE,164683
7/7/21 10:30,7/7/21 10:45,Queens,Rockaway Beach and Boardwalk,Rockaway Beach 97th Street,Virginia Opossum,Employee,Native,Injured,3,Infant,Small Mammals-non RVS,311-06867448,Rehabilitator,1,TRUE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/7/21 13:00,7/7/21 14:00,Bronx,Crotona Park,Northside of Indian Lake,Dog,Employee,Domestic,Healthy,1,Adult,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/7/21 15:00,7/7/21 15:26,Bronx,St. Mary's Recreation Center,Entrance to the Recreation Center,Bird (Unknown),Employee,Native,Healthy,1,Infant,Birds,311-06870215,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/7/21 23:30,7/7/21 23:30,Staten Island,Conference House Park,Street adjacent to park,Virginia Opossum,Observed by Ranger,Native,Healthy,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/7/21 23:45,7/7/21 23:45,Staten Island,Conference House Park,On the trail,Virginia Opossum,Observed by Ranger,Native,DOA,0.25,Juvenile,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/8/21 12:52,7/8/21 14:15,Manhattan,Riverside Park,"84th St and Riverside Dr (40.788622, -73.981274)",Raccoon,Central,Native,Unhealthy,0.5,Juvenile,Small Mammals-RVS,311-06878363,Unfounded,0,FALSE,FALSE,,,FALSE,TRUE,
7/9/21 10:15,7/9/21 10:15,Staten Island,Brookfield Park,east mound,White-tailed Deer,Observed by Ranger,Native,Unhealthy,0.75,Juvenile,Deer,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
7/9/21 11:00,7/9/21 11:15,Brooklyn,Lt. Federico Narvaez Tot Lot,Cortelyou and Argyle,Eastern Gray Squirrel,Central,Native,Injured,1,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/9/21 12:45,7/9/21 12:00,Brooklyn,Prospect Park,Binnen Bridge,Mute Swan,"Conservancies/""Friends of"" Groups",Invasive,Healthy,1,Adult,Birds,,Monitored Animal,7,FALSE,TRUE,,1,FALSE,FALSE,
7/9/21 15:00,7/9/21 15:20,Staten Island,Brookfield Park,east mound,White-tailed Deer,Employee,Native,DOA,0.75,Juvenile,Deer,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
7/9/21 18:50,7/10/21 9:10,Queens,Rockaway Beach and Boardwalk,Beach 32nd Street,Northern Gannet,Employee,Native,Injured,3.5,Adult,Birds,311-06901677,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/10/21 8:00,7/10/21 9:00,Manhattan,Riverside Park,"Just north of River Run Playground 40.787988, -73.982285",Raccoon,Employee,Native,DOA,1,Juvenile,Small Mammals-RVS,,ACC,1,FALSE,FALSE,,,FALSE,FALSE,121202
7/10/21 9:00,7/10/21 9:30,Manhattan,Riverside Park,Fence just North on Riverside Drive of West 91st St.,Virginia Opossum,Employee,Native,Injured,1,Adult,Small Mammals-non RVS,,ACC,1,FALSE,FALSE,,,FALSE,FALSE,121201
7/10/21 9:14,7/10/21 9:15,Queens,Rockaway Beach and Boardwalk,Beach 86th Street and Boardwalk,Double-Crested Cormorant,Employee,Native,Injured,3.5,Adult,Birds,311-06901677,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/10/21 9:30,7/10/21 10:00,Brooklyn,Prospect Park,Near Binnen Bridge,Mute Swan,"Conservancies/""Friends of"" Groups",Invasive,Healthy,3,"Adult, Juvenile",Birds,,Relocated/Condition Corrected,7,FALSE,TRUE,,3,FALSE,FALSE,
7/10/21 9:30,7/10/21 10:00,Manhattan,Theodore Roosevelt Park,"In tree bed on West 79th St, West of Columbus Ave",Raccoon,Central,Native,Unhealthy,0.5,Juvenile,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/10/21 11:00,7/10/21 11:00,Brooklyn,Prospect Park,East Drive near Lincoln Road,Painted Turtle,Observed by Ranger,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/10/21 11:10,7/10/21 11:45,Bronx,Pelham Bay Park,Shed adjacent to Orchard Beach entrance booths,Striped Skunk,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/10/21 11:30,7/10/21 11:30,Brooklyn,Prospect Park,East Drive and Lincoln Road,Mallard Duck,Central,Native,Healthy,0.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/10/21 15:30,7/10/21 15:35,Bronx,Van Cortlandt Park,High in London Plane tree near pool deck,Raccoon,Employee,Native,Healthy,0.75,"Adult, Juvenile",Small Mammals-RVS,,Advised/Educated others,2,FALSE,TRUE,,0.25,FALSE,FALSE,
7/10/21 16:05,7/10/21 16:10,Queens,Rockaway Beach and Boardwalk,Rockaway Beach 118 St,Herring Gull,Public,Native,Injured,3.75,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
7/11/21 13:30,7/11/21 13:30,Bronx,Van Cortlandt Park,In front of the Nature Center,Northern Flicker,Public,Native,Healthy,0.5,Infant,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/12/21 12:00,7/12/21 12:15,Brooklyn,Prospect Park,Boathouse,Mute Swan,"Conservancies/""Friends of"" Groups",Invasive,Injured,2,Juvenile,Birds,,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/13/21 10:00,7/13/21 14:00,Queens,Flushing Meadows Corona Park,Fountain of the Planets,Mallard Duck,Public,Native,DOA,1.5,Adult,Birds,311-06932808,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/13/21 14:00,7/13/21 14:00,Brooklyn,Green Central Knoll,54 Noll St Courtyard,Red-tailed Hawk,Public,Native,Healthy,2,Juvenile,Raptors,,Advised/Educated others,1,FALSE,TRUE,,0.5,FALSE,FALSE,
7/13/21 16:30,7/13/21 16:35,Bronx,Mosholu Parkway,Corner of Bainbridge Avenue and Mosholu Parkway,Guinea Pig,Central,Domestic,Healthy,1.5,"Adult, Juvenile",Domestic,311-069-37648,ACC,5,FALSE,FALSE,,,FALSE,FALSE,165633
7/13/21 19:00,7/14/21 11:30,Bronx,Pelham Bay Park,Orchard Beach Parking Lot,White-tailed Deer,Employee,Native,Injured,5,Infant,Deer,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/14/21 11:00,7/14/21 11:45,Brooklyn,Green Central Knoll,Building courtyard adjacent to park at 4 Noll St.,Red-Tailed Hawk,Public,Native,Injured,2,Juvenile,Raptors,311-06945660,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/15/21 12:00,7/15/21 12:30,Queens,Rockaway Beach and Boardwalk,B24th and boardwalk,Common Tern,Employee,Native,Injured,3,Adult,Birds,311-06958519,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/15/21 12:10,7/15/21 12:15,Bronx,Tremont Park,Tremont Park Playground,Red-tailed Hawk,Employee,Native,Unhealthy,1,Adult,Raptors,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/16/21 9:36,7/16/21 9:38,Bronx,Van Cortlandt Park,Van Cortlandt Lake's Drain,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/16/21 11:00,7/16/21 11:00,Queens,Crocheron Park,In grass by trail circling Golden Pond,Guinea Pig,Employee,Domestic,Healthy,3,Adult,Domestic,311-06967247,ACC,2,TRUE,FALSE,,,FALSE,FALSE,165957
7/16/21 13:36,7/16/21 13:40,Staten Island,Freshkills Park,West Mound- DSNY Plant 1,Osprey,Employee,Native,DOA,1.5,Juvenile,Raptors,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/17/21 13:00,7/17/21 13:00,Manhattan,Central Park,Turtle Pond Near Polish King Statue,Bird (Unknown),Central,Native,Injured,0.5,Juvenile,Birds,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
7/19/21 9:40,7/19/21 9:45,Brooklyn,Prospect Park,Vicinity of entrance at Flatbush Avenue,Domestic Rabbit,Employee,Domestic,Healthy,2,Adult,Domestic,311-07002324,ACC,1,FALSE,FALSE,,,FALSE,FALSE,
7/19/21 10:15,7/19/21 10:30,Queens,Forest Park,Strack Pond,Diamondback Terrapin,Employee,Native,Healthy,0.75,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/19/21 12:30,7/19/21 13:30,Queens,Grand Central Parkway Extension,"40.732974, -73.745832",Eastern Coyote,Employee,Native,DOA,0.5,Adult,Coyotes,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/19/21 15:00,7/19/21 15:00,Brooklyn,Prospect Park,On lake in V/O Peristyle,Great Blue Heron,Observed by Ranger,Native,Injured,1.5,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
7/19/21 15:40,7/19/21 15:43,Queens,Detective Keith L Williams Park,Field House,Dog,Employee,Domestic,Healthy,2.25,Adult,Domestic,311-07005498,ACC,1,FALSE,FALSE,,,FALSE,FALSE,121950
7/19/21 16:10,7/19/21 16:10,Queens,Detective Keith L Williams Park,Outside field house,Cat,Observed by Ranger,Domestic,Healthy,0.25,Juvenile,Domestic,311-07005498,ACC,1,FALSE,FALSE,,,FALSE,FALSE,121951
7/20/21 9:00,7/20/21 9:30,Brooklyn,Prospect Park,Prospect Park Lake Southeast corner,Great Blue Heron,"Conservancies/""Friends of"" Groups",Native,Injured,2,Adult,Birds,311-07012780,Rehabilitator,1,FALSE,TRUE,Wild Bird Fund,3,FALSE,FALSE,
7/20/21 9:45,7/20/21 9:50,Manhattan,East River Esplanade,140th under the Bridge,Rock Dove,Public,Native,Injured,1,Juvenile,Birds,311-07-017081,ACC,1,FALSE,FALSE,,,FALSE,FALSE,166328
7/20/21 13:30,7/20/21 14:00,Queens,Colden Playground,Garden bed,Rock Dove,Central,Native,Healthy,1,Juvenile,Birds,,Monitored Animal,2,FALSE,FALSE,,,FALSE,FALSE,
7/20/21 14:00,7/20/21 14:30,Manhattan,Central Park,Zoo Garage,Raccoon,Central,Native,Injured,0.5,Juvenile,Small Mammals-RVS,n/a,Relocated/Condition Corrected,1,TRUE,FALSE,,,FALSE,FALSE,
7/20/21 14:30,7/20/21 14:30,Manhattan,Inwood Hill Park,Muscota Marsh,Canada Goose,Employee,Native,Injured,1,Adult,Birds,311-07015716,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/21/21 10:00,7/21/21 10:42,Bronx,Van Cortlandt Park,Van Cortlandt Nature Center,Japanese Quail,Public,Domestic,Healthy,1,Adult,"Domestic, Birds",311-07-028645,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/21/21 15:40,7/21/21 15:45,Bronx,Van Cortlandt Park,Dam West of Van Cortlandt Lake,Mallard Duck,"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Juvenile,Birds,,Relocated/Condition Corrected,2,FALSE,FALSE,,,FALSE,FALSE,
7/22/21 8:46,7/23/21 9:00,Brooklyn,Gilbert Ramirez Park,In tree above parkbench by the playground,Paper Wasp,Central,Native,Healthy,1.5,Adult,"Rare,  Endangered,  Dangerous",,Advised/Educated others,1,FALSE,TRUE,,0.25,FALSE,FALSE,
7/22/21 10:30,7/22/21 10:30,Manhattan,Central Park,Near Central Park Zoo,Raccoon,Employee,Native,Healthy,1.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/22/21 15:45,7/22/21 15:45,Queens,Flushing Meadows Corona Park,Passerelle Building,Eastern Phoebe,Employee,Native,DOA,1,Infant,Birds,,Advised/Educated others,0,TRUE,FALSE,,,FALSE,FALSE,
7/22/21 17:00,7/22/21 17:30,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,Midland Beach on shore,Double-Crested Cormorant,Employee,Native,Unhealthy,3.5,Juvenile,Birds,311-07042411,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/23/21 13:30,7/23/21 14:35,Brooklyn,Near Roebling Playground,Wythe Place and Wilson Street,Red-tailed Hawk,Public,Native,Injured,3.5,Juvenile,Raptors,311-07053750,Rehabilitator,1,FALSE,TRUE,Wild Bird Fund,0.25,FALSE,FALSE,
7/23/21 14:30,7/23/21 14:35,Bronx,Van Cortlandt Park,Near Memorial Grove,Blue Jay,Public,Native,Healthy,0.5,Infant,Birds,,Advised/Educated others,1,FALSE,TRUE,,0.25,FALSE,FALSE,
7/23/21 15:00,7/23/21 16:00,Queens,Fort Totten Park,"325 Pratt Ave 40.7908721, -73.7732222",Raccoon,Public,Native,Unhealthy,5,Juvenile,Small Mammals-RVS,311- 07053011,ACC,1,FALSE,FALSE,,,FALSE,FALSE,166749
7/24/21 10:00,7/24/21 13:00,Brooklyn,Marine Park,By Stuart Street and Avenue T,Cat,Employee,Domestic,N/A,1,Adult,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/24/21 10:45,7/24/21 11:00,Brooklyn,Brooklyn Bridge Park,Pier 2,Cat,Employee,Domestic,Injured,4,Adult,Domestic,311-07065188,ACC,1,TRUE,FALSE,,,FALSE,FALSE,122419
7/24/21 12:30,7/24/21 0:30,Bronx,Starlight Park,Southern path,Guinea Pig,Central,Domestic,Healthy,6,Adult,Domestic,311-07064130,ACC,2,FALSE,FALSE,,,FALSE,FALSE,"122423, 122424"
7/25/21 9:30,7/25/21 9:35,Bronx,Van Cortlandt Park,Southwest Playground entrance,Striped Skunk,Central,Native,Healthy,0.5,Juvenile,Small Mammals-RVS,311-07-075957,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/25/21 11:45,7/25/21 11:47,Staten Island,Willowbrook Park,Barbecue Area,Groundhog,Employee,Native,Unhealthy,3,Juvenile,Small Mammals-non RVS,311-07078135,ACC,1,FALSE,FALSE,,,FALSE,FALSE,
7/25/21 13:05,7/25/21 13:15,Staten Island,Clove Lakes Park,Martling Pond,Mallard Duck,Central,Native,Injured,1.25,Juvenile,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/25/21 17:37,7/25/21 17:58,Queens,Flushing Meadows Corona Park,Bleachers near fields 8 and 9,Dog,Public,Domestic,Healthy,1.25,Adult,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/26/21 12:00,7/26/21 12:39,Queens,Fort Totten Park,325 Pratt Ave,American Robin,Public,Native,Injured,2,Juvenile,Birds,311-07089117,ACC,1,FALSE,FALSE,,,FALSE,FALSE,122537
7/27/21 10:30,7/27/21 13:30,Staten Island,Freshkills Park,East mound flare station,Red Fox,Employee,Native,Unhealthy,1,Juvenile,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/27/21 13:00,7/27/21 13:00,Manhattan,Inwood Hill Park,Dyckman Marina,Canada Goose,Employee,Native,Injured,1,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/27/21 14:00,7/28/21 9:00,Queens,Queensbridge Park,"FHNR Lot at Queensbridge ""Baby"" Park",Raccoon,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/27/21 16:20,7/27/21 16:30,Brooklyn,Linden Park,On the track,Dog,Central,Domestic,Healthy,1,Adult,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/28/21 9:10,7/28/21 9:30,Bronx,Van Cortlandt Park,260 St and Broadway,Chicken,Central,Domestic,Healthy,3.5,Adult,"Domestic, Birds",311-07106012,ACC,10,FALSE,FALSE,,,FALSE,FALSE,167232
7/28/21 11:00,7/28/21 12:00,Brooklyn,Rodney Playground Center,By the swings,Mourning Dove,Central,Native,Injured,1,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
7/28/21 14:45,7/28/21 16:40,Bronx,Tremont Park,E 175th St and Arthur Ave,Cat,Public,Domestic,Healthy,3,Adult,Domestic,311-07112239,ACC,2,FALSE,FALSE,,,FALSE,FALSE,1228211;1228212
7/29/21 8:20,7/29/21 9:00,Bronx,Van Cortlandt Park,Van Cortlandt Lake Drain,Mallard Duck,Public,Native,Healthy,1.5,Juvenile,Birds,,Monitored Animal,2,FALSE,TRUE,,1.5,FALSE,FALSE,
7/29/21 9:50,7/29/21 10:00,Staten Island,Snug Harbor Cultural Center,Wooded section near Henderson Ave,Sharp-shinned Hawk,Public,Native,Unhealthy,2,Juvenile,Raptors,311-07119056,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/29/21 11:00,7/29/21 12:00,Brooklyn,Prospect Park,Garage,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,1,Juvenile,Small Mammals-RVS,31107120599,Rehabilitator,3,FALSE,FALSE,Kris Bevilacqua,,FALSE,FALSE,
7/29/21 13:17,7/29/21 13:52,Manhattan,Riverside Park,Henry Hudson Greenway & 108 street,Canada Goose,Central,Native,Injured,1.25,Adult,Birds,311-07120296,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
